Test Time / h,Current / A,Voltage / V,Protocol Name / 1,Step Type / 1,Cycle Count / 1,Step Index / 1,Charging Capacity / Ah,Discharging Capacity / Ah,Maximum Cell Temperature / degC,External Temperature / degC
87.24444444,0,3.468139754,A with temperature: 35,rest,4,1,0,0,35.03484479,35
87.26111111,0,3.468038529,A with temperature: 35,rest,4,1,0,0,35.02599057,35
87.27777778,0,3.467968528,A with temperature: 35,rest,4,1,0,0,35.01938588,35
87.29444444,0,3.46791951,A with temperature: 35,rest,4,1,0,0,35.01445936,35
87.31111111,0,3.46788477,A with temperature: 35,rest,4,1,0,0,35.01078471,35
87.32777778,0,3.467859857,A with temperature: 35,rest,4,1,0,0,35.00804385,35
87.34444444,0,3.467841777,A with temperature: 35,rest,4,1,0,0,35.0059995,35
87.36111111,0,3.4678285,A with temperature: 35,rest,4,1,0,0,35.00447468,35
87.37777778,0.06055158,3.357770005,A with temperature: 35,discharge,4,2,0,0,35.05447899,35
87.39444444,0.06055158,3.339309909,A with temperature: 35,discharge,4,2,0,0.001009193,35.07614627,35
87.41111111,0.06055158,3.331973869,A with temperature: 35,discharge,4,2,0,0.002018386,35.08288279,35
87.42777778,0.06055158,3.324726553,A with temperature: 35,discharge,4,2,0,0.003027579,35.08315961,35
87.44444444,0.06055158,3.317896952,A with temperature: 35,discharge,4,2,0,0.004036772,35.0845117,35
87.46111111,0.06055158,3.311984311,A with temperature: 35,discharge,4,2,0,0.005045965,35.09012746,35
87.47777778,0.06055158,3.306658561,A with temperature: 35,discharge,4,2,0,0.006055158,35.09913935,35
87.49444444,0.06055158,3.301543896,A with temperature: 35,discharge,4,2,0,0.007064351,35.11042419,35
87.51111111,0.06055158,3.296591883,A with temperature: 35,discharge,4,2,0,0.008073544,35.12319659,35
87.52777778,0.06055158,3.291771386,A with temperature: 35,discharge,4,2,0,0.009082737,35.13691186,35
87.54444444,0.06055158,3.287059771,A with temperature: 35,discharge,4,2,0,0.01009193,35.15119335,35
87.56111111,0.06055158,3.282316224,A with temperature: 35,discharge,4,2,0,0.011101123,35.1657838,35
87.57777778,0.06055158,3.277530417,A with temperature: 35,discharge,4,2,0,0.012110316,35.18009747,35
87.59444444,0.06055158,3.276048483,A with temperature: 35,discharge,4,2,0,0.013119509,35.19064866,35
87.61111111,0.06055158,3.274619666,A with temperature: 35,discharge,4,2,0,0.014128702,35.19833066,35
87.62777778,0.06055158,3.27320024,A with temperature: 35,discharge,4,2,0,0.015137895,35.20385035,35
87.64444444,0.06055158,3.27178795,A with temperature: 35,discharge,4,2,0,0.016147088,35.20775583,35
87.66111111,0.06055158,3.270381201,A with temperature: 35,discharge,4,2,0,0.017156281,35.21045021,35
87.67777778,0.06055158,3.268978622,A with temperature: 35,discharge,4,2,0,0.018165474,35.21223786,35
87.69444444,0.06055158,3.26757908,A with temperature: 35,discharge,4,2,0,0.019174667,35.21334874,35
87.71111111,0.06055158,3.266181635,A with temperature: 35,discharge,4,2,0,0.02018386,35.21395645,35
87.72777778,0.06055158,3.264842319,A with temperature: 35,discharge,4,2,0,0.021193053,35.2141612,35
87.74444444,0.06055158,3.263841795,A with temperature: 35,discharge,4,2,0,0.022202246,35.21389664,35
87.76111111,0.06055158,3.262993369,A with temperature: 35,discharge,4,2,0,0.023211439,35.21317879,35
87.77777778,0.06055158,3.262156228,A with temperature: 35,discharge,4,2,0,0.024220632,35.21210479,35
87.79444444,0.06055158,3.261328039,A with temperature: 35,discharge,4,2,0,0.025229825,35.21078315,35
87.81111111,0.06055158,3.260507738,A with temperature: 35,discharge,4,2,0,0.026239018,35.20929439,35
87.82777778,0.06055158,3.259694395,A with temperature: 35,discharge,4,2,0,0.027248211,35.20769816,35
87.84444444,0.06055158,3.258889171,A with temperature: 35,discharge,4,2,0,0.028257404,35.20637318,35
87.86111111,0.06055158,3.258108454,A with temperature: 35,discharge,4,2,0,0.029266597,35.20556364,35
87.87777778,0.06055158,3.257356228,A with temperature: 35,discharge,4,2,0,0.03027579,35.20533268,35
87.89444444,0.06055158,3.256623425,A with temperature: 35,discharge,4,2,0,0.031284983,35.20560637,35
87.91111111,0.06055158,3.255895438,A with temperature: 35,discharge,4,2,0,0.032294176,35.20622836,35
87.92777778,0.06055158,3.255199806,A with temperature: 35,discharge,4,2,0,0.033303369,35.20715114,35
87.94444444,0.06055158,3.254694613,A with temperature: 35,discharge,4,2,0,0.034312562,35.20831512,35
87.96111111,0.06055158,3.254316767,A with temperature: 35,discharge,4,2,0,0.035321755,35.20967907,35
87.97777778,0.06055158,3.253935984,A with temperature: 35,discharge,4,2,0,0.036330948,35.21119678,35
87.99444444,0.06055158,3.253552454,A with temperature: 35,discharge,4,2,0,0.037340141,35.21283534,35
88.01111111,0.06055158,3.253177917,A with temperature: 35,discharge,4,2,0,0.038349334,35.21418383,35
88.02777778,0.06055158,3.252838167,A with temperature: 35,discharge,4,2,0,0.039358527,35.2140643,35
88.04444444,0.06055158,3.252501973,A with temperature: 35,discharge,4,2,0,0.04036772,35.21263723,35
88.06111111,0.06055158,3.252184344,A with temperature: 35,discharge,4,2,0,0.041376913,35.20957157,35
88.07777778,0.06055158,3.251865742,A with temperature: 35,discharge,4,2,0,0.042386106,35.20522913,35
88.09444444,0.06055158,3.251544444,A with temperature: 35,discharge,4,2,0,0.043395299,35.19993832,35
88.11111111,0.06055158,3.251220495,A with temperature: 35,discharge,4,2,0,0.044404492,35.19394381,35
88.12777778,0.06055158,3.250920769,A with temperature: 35,discharge,4,2,0,0.045413685,35.18775938,35
88.14444444,0.06055158,3.250668995,A with temperature: 35,discharge,4,2,0,0.046422878,35.18212762,35
88.16111111,0.06055158,3.250437629,A with temperature: 35,discharge,4,2,0,0.047432071,35.17734584,35
88.17777778,0.06055158,3.250203947,A with temperature: 35,discharge,4,2,0,0.048441264,35.1731993,35
88.19444444,0.06055158,3.249967931,A with temperature: 35,discharge,4,2,0,0.049450457,35.1695293,35
88.21111111,0.06055158,3.249729558,A with temperature: 35,discharge,4,2,0,0.05045965,35.16621773,35
88.22777778,0.06055158,3.249488809,A with temperature: 35,discharge,4,2,0,0.051468843,35.16317656,35
88.24444444,0.06055158,3.249245664,A with temperature: 35,discharge,4,2,0,0.052478036,35.16034016,35
88.26111111,0.06055158,3.249000107,A with temperature: 35,discharge,4,2,0,0.053487229,35.15765956,35
88.27777778,0.06055158,3.248752117,A with temperature: 35,discharge,4,2,0,0.054496422,35.15509829,35
88.29444444,0.06055158,3.248501674,A with temperature: 35,discharge,4,2,0,0.055505615,35.15262912,35
88.31111111,0.06055158,3.248237325,A with temperature: 35,discharge,4,2,0,0.056514808,35.15026424,35
88.32777778,0.06055158,3.247953731,A with temperature: 35,discharge,4,2,0,0.057524001,35.14806543,35
88.34444444,0.06055158,3.247635752,A with temperature: 35,discharge,4,2,0,0.058533194,35.1461307,35
88.36111111,0.06055158,3.247304227,A with temperature: 35,discharge,4,2,0,0.059542387,35.14447432,35
88.37777778,0.06055158,3.246970158,A with temperature: 35,discharge,4,2,0,0.06055158,35.14302848,35
88.39444444,0.06055158,3.246633506,A with temperature: 35,discharge,4,2,0,0.061560773,35.1417428,35
88.41111111,0.06055158,3.246294465,A with temperature: 35,discharge,4,2,0,0.062569966,35.14057218,35
88.42777778,0.06055158,3.245952966,A with temperature: 35,discharge,4,2,0,0.063579159,35.13948364,35
88.44444444,0.06055158,3.245608751,A with temperature: 35,discharge,4,2,0,0.064588352,35.13845964,35
88.46111111,0.06055158,3.245261773,A with temperature: 35,discharge,4,2,0,0.065597545,35.13748712,35
88.47777778,0.06055158,3.244911982,A with temperature: 35,discharge,4,2,0,0.066606738,35.13655639,35
88.49444444,0.06055158,3.24454695,A with temperature: 35,discharge,4,2,0,0.067615931,35.13566146,35
88.51111111,0.06055158,3.244095781,A with temperature: 35,discharge,4,2,0,0.068625124,35.13480054,35
88.52777778,0.06055158,3.24359413,A with temperature: 35,discharge,4,2,0,0.069634317,35.13396924,35
88.54444444,0.06055158,3.242965253,A with temperature: 35,discharge,4,2,0,0.07064351,35.13332249,35
88.56111111,0.06055158,3.242324908,A with temperature: 35,discharge,4,2,0,0.071652703,35.13256893,35
88.57777778,0.06055158,3.241708799,A with temperature: 35,discharge,4,2,0,0.072661896,35.13083294,35
88.59444444,0.06055158,3.241086166,A with temperature: 35,discharge,4,2,0,0.073671089,35.12847292,35
88.61111111,0.06055158,3.240460144,A with temperature: 35,discharge,4,2,0,0.074680282,35.12564353,35
88.62777778,0.06055158,3.239830666,A with temperature: 35,discharge,4,2,0,0.075689475,35.12246021,35
88.64444444,0.06055158,3.239197657,A with temperature: 35,discharge,4,2,0,0.076698668,35.11900932,35
88.66111111,0.06055158,3.238551385,A with temperature: 35,discharge,4,2,0,0.077707861,35.1156733,35
88.67777778,0.06055158,3.237872647,A with temperature: 35,discharge,4,2,0,0.078717054,35.1133996,35
88.69444444,0.06055158,3.237101101,A with temperature: 35,discharge,4,2,0,0.079726247,35.11192452,35
88.71111111,0.06055158,3.236246945,A with temperature: 35,discharge,4,2,0,0.08073544,35.111054,35
88.72777778,0.06055158,3.235171443,A with temperature: 35,discharge,4,2,0,0.081744633,35.11063381,35
88.74444444,0.06055158,3.233962953,A with temperature: 35,discharge,4,2,0,0.082753826,35.11054775,35
88.76111111,0.06055158,3.232749273,A with temperature: 35,discharge,4,2,0,0.083763019,35.11073492,35
88.77777778,0.06055158,3.231530104,A with temperature: 35,discharge,4,2,0,0.084772212,35.11116504,35
88.79444444,0.06055158,3.230306291,A with temperature: 35,discharge,4,2,0,0.085781405,35.11178164,35
88.81111111,0.06055158,3.229073274,A with temperature: 35,discharge,4,2,0,0.086790598,35.11268434,35
88.82777778,0.06055158,3.227824102,A with temperature: 35,discharge,4,2,0,0.087799791,35.11417555,35
88.84444444,0.06055158,3.226549963,A with temperature: 35,discharge,4,2,0,0.088808984,35.11679101,35
88.86111111,0.06055158,3.225258723,A with temperature: 35,discharge,4,2,0,0.089818177,35.12067138,35
88.87777778,0.06055158,3.223960324,A with temperature: 35,discharge,4,2,0,0.09082737,35.12555871,35
88.89444444,0.06055158,3.22253506,A with temperature: 35,discharge,4,2,0,0.091836563,35.13120709,35
88.91111111,0.06055158,3.22096739,A with temperature: 35,discharge,4,2,0,0.092845756,35.13743382,35
88.92777778,0.06055158,3.219115581,A with temperature: 35,discharge,4,2,0,0.093854949,35.1440916,35
88.94444444,0.06055158,3.217239259,A with temperature: 35,discharge,4,2,0,0.094864142,35.1510791,35
88.96111111,0.06055158,3.215349435,A with temperature: 35,discharge,4,2,0,0.095873335,35.15833229,35
88.97777778,0.06055158,3.213442777,A with temperature: 35,discharge,4,2,0,0.096882528,35.16581042,35
88.99444444,0.06055158,3.211528338,A with temperature: 35,discharge,4,2,0,0.097891721,35.17346579,35
89.01111111,0.06055158,3.209605712,A with temperature: 35,discharge,4,2,0,0.098900914,35.1812634,35
89.02777778,0.06055158,3.207674312,A with temperature: 35,discharge,4,2,0,0.099910107,35.18918233,35
89.04444444,0.06055158,3.205733433,A with temperature: 35,discharge,4,2,0,0.1009193,35.19721496,35
89.06111111,0.06055158,3.203685417,A with temperature: 35,discharge,4,2,0,0.101928493,35.20621007,35
89.07777778,0.06055158,3.201534473,A with temperature: 35,discharge,4,2,0,0.102937686,35.21660351,35
89.09444444,0.06055158,3.199311959,A with temperature: 35,discharge,4,2,0,0.103946879,35.22803494,35
89.11111111,0.06055158,3.196956172,A with temperature: 35,discharge,4,2,0,0.104956072,35.24024302,35
89.12777778,0.06055158,3.194538792,A with temperature: 35,discharge,4,2,0,0.105965265,35.25302036,35
89.14444444,0.06055158,3.192110103,A with temperature: 35,discharge,4,2,0,0.106974458,35.26621627,35
89.16111111,0.06055158,3.188780664,A with temperature: 35,discharge,4,2,0,0.107983651,35.27948256,35
89.17777778,0.06055158,3.184387503,A with temperature: 35,discharge,4,2,0,0.108992844,35.29287316,35
89.19444444,0.06055158,3.180114964,A with temperature: 35,discharge,4,2,0,0.110002037,35.30641882,35
89.21111111,0.06055158,3.175947585,A with temperature: 35,discharge,4,2,0,0.11101123,35.32012755,35
89.22777778,0.06055158,3.171874989,A with temperature: 35,discharge,4,2,0,0.112020423,35.33401845,35
89.24444444,0.06055158,3.167889314,A with temperature: 35,discharge,4,2,0,0.113029616,35.34810669,35
89.26111111,0.06055158,3.163984971,A with temperature: 35,discharge,4,2,0,0.114038809,35.36235811,35
89.27777778,0.06055158,3.160141737,A with temperature: 35,discharge,4,2,0,0.115048002,35.37674115,35
89.29444444,0.06055158,3.154975283,A with temperature: 35,discharge,4,2,0,0.116057195,35.39223346,35
89.31111111,0.06055158,3.14500122,A with temperature: 35,discharge,4,2,0,0.117066388,35.41308665,35
89.32777778,0.06055158,3.137201698,A with temperature: 35,discharge,4,2,0,0.118075581,35.43634762,35
89.34444444,0.06055158,3.130731122,A with temperature: 35,discharge,4,2,0,0.119084774,35.4602222,35
89.36111111,0.06055158,3.125166798,A with temperature: 35,discharge,4,2,0,0.120093967,35.4840621,35
89.37777778,0.06055158,3.120254861,A with temperature: 35,discharge,4,2,0,0.12110316,35.50684031,35
89.39444444,0.06055158,3.115801945,A with temperature: 35,discharge,4,2,0,0.122112353,35.52810241,35
89.41111111,0.06055158,3.111672671,A with temperature: 35,discharge,4,2,0,0.123121546,35.54780378,35
89.42777778,0.06055158,3.107772077,A with temperature: 35,discharge,4,2,0,0.124130739,35.5660163,35
89.44444444,0.06055158,3.104029948,A with temperature: 35,discharge,4,2,0,0.125139932,35.58287914,35
89.46111111,0.06055158,3.100393524,A with temperature: 35,discharge,4,2,0,0.126149125,35.59857951,35
89.47777778,0.06055158,3.09634278,A with temperature: 35,discharge,4,2,0,0.127158318,35.61363859,35
89.49444444,0.06055158,3.087372257,A with temperature: 35,discharge,4,2,0,0.128167511,35.63028105,35
89.51111111,0.06055158,3.076986624,A with temperature: 35,discharge,4,2,0,0.129176704,35.64831891,35
89.52777778,0.06055158,3.066593151,A with temperature: 35,discharge,4,2,0,0.130185897,35.66739999,35
89.54444444,0.06055158,3.056175799,A with temperature: 35,discharge,4,2,0,0.13119509,35.68727371,35
89.56111111,0.06055158,3.0457314,A with temperature: 35,discharge,4,2,0,0.132204283,35.70713475,35
89.57777778,0.06055158,3.035243906,A with temperature: 35,discharge,4,2,0,0.133213476,35.7268009,35
89.59444444,0.06055158,3.024696777,A with temperature: 35,discharge,4,2,0,0.134222669,35.74632628,35
89.61111111,0.06055158,3.014073904,A with temperature: 35,discharge,4,2,0,0.135231862,35.76582296,35
89.62777778,0.06055158,3.003359878,A with temperature: 35,discharge,4,2,0,0.136241055,35.78539374,35
89.64444444,0.06055158,2.992537245,A with temperature: 35,discharge,4,2,0,0.137250248,35.80513601,35
89.66111111,0.06055158,2.981585359,A with temperature: 35,discharge,4,2,0,0.138259441,35.82514631,35
89.67777778,0.06055158,2.967291582,A with temperature: 35,discharge,4,2,0,0.139268634,35.84552838,35
89.69444444,0.06055158,2.943908474,A with temperature: 35,discharge,4,2,0,0.140277827,35.86631315,35
89.71111111,0.06055158,2.920269307,A with temperature: 35,discharge,4,2,0,0.14128702,35.88766978,35
89.72777778,0.06055158,2.889923863,A with temperature: 35,discharge,4,2,0,0.142296213,35.90977382,35
89.74444444,0.06055158,2.858808774,A with temperature: 35,discharge,4,2,0,0.143305406,35.93282276,35
89.76111111,0.06055158,2.822053207,A with temperature: 35,discharge,4,2,0,0.144314599,35.95718082,35
89.77777778,0.06055158,2.781555943,A with temperature: 35,discharge,4,2,0,0.145323792,35.98321362,35
89.79444444,0.06055158,2.734662643,A with temperature: 35,discharge,4,2,0,0.146332985,36.01153178,35
89.81111111,0.06055158,2.673901592,A with temperature: 35,discharge,4,2,0,0.147342178,36.04310864,35
89.82777778,0.06055158,2.610472487,A with temperature: 35,discharge,4,2,0,0.148351371,36.07986234,35
89.83194444,0.06055158,2.542650442,A with temperature: 35,discharge,4,2,0,0.148603669,36.08957838,35
89.83611111,0,2.842044929,A with temperature: 35,rest,4,3,0,0.148603669,36.00919629,35
89.84027778,0,2.869136856,A with temperature: 35,rest,4,3,0,0.148603669,35.9337666,35
89.84444444,0,2.887625519,A with temperature: 35,rest,4,3,0,0.148603669,35.86342644,35
89.86111111,0,2.92382362,A with temperature: 35,rest,4,3,0,0.148603669,35.64958961,35
89.87777778,0,2.945165662,A with temperature: 35,rest,4,3,0,0.148603669,35.48960751,35
89.89444444,0,2.960660026,A with temperature: 35,rest,4,3,0,0.148603669,35.36984453,35
89.91111111,0,2.972382697,A with temperature: 35,rest,4,3,0,0.148603669,35.28012354,35
89.92777778,0,2.98011093,A with temperature: 35,rest,4,3,0,0.148603669,35.21281817,35
89.94444444,0,2.985867429,A with temperature: 35,rest,4,3,0,0.148603669,35.16232233,35
89.96111111,0,2.99051936,A with temperature: 35,rest,4,3,0,0.148603669,35.12436469,35
89.97777778,0,2.994321121,A with temperature: 35,rest,4,3,0,0.148603669,35.09578503,35
89.99444444,0,2.99745639,A with temperature: 35,rest,4,3,0,0.148603669,35.07422369,35
90.01111111,0,3.000061929,A with temperature: 35,rest,4,3,0,0.148603669,35.0579185,35
90.02777778,0,3.002241982,A with temperature: 35,rest,4,3,0,0.148603669,35.045553,35
90.04444444,0,3.004077442,A with temperature: 35,rest,4,3,0,0.148603669,35.03614352,35
90.06111111,0,3.005631952,A with temperature: 35,rest,4,3,0,0.148603669,35.02895474,35
90.07777778,0,3.006956112,A with temperature: 35,rest,4,3,0,0.148603669,35.02343675,35
90.09444444,0,3.008090488,A with temperature: 35,rest,4,3,0,0.148603669,35.01917806,35
